symbol,company,id,date,source,api_source,titre,contenu,score,sentiment,confiance,poids,score_pondere,url,nouveau,analyse_date
MSFT,Microsoft,1,2026-01-12 16:16,MarketScreener,gnews,"Alphabet crosses the $4 trillion valuation mark, driven by the AI boom","Alphabet crosses the $4 trillion valuation mark, driven by the AI boom. Alphabet reached a market capitalization of $4 trillion on Monday, becoming the world's fourth company to cross this threshold, ...",0.948,positive,0.948,1.56,1.479,https://www.marketscreener.com/news/alphabet-crosses-the-4-trillion-valuation-mark-driven-by-the-ai-boom-ce7e58dad189fe20,False,2026-01-13 10:38:49
