id,date,source,api_source,titre,contenu,score,sentiment,confiance,poids,score_pondere,url
1,2026-01-10 14:15,Yahoo Entertainment,newsapi,Amazon Pharmacy now offers Wegovy pill with insurance and cash options,Amazon Pharmacy now offers Wegovy pill with insurance and cash options. Amazon Pharmacy (AMZN) announced it now offers Novo Nordisks (NVO) Wegovy pill. Eligible customers with commercial insurance may...,0,neutral,0.925,1.3,0.0,https://finance.yahoo.com/news/amazon-pharmacy-now-offers-wegovy-141535847.html
2,2026-01-12 17:55,Investor's Business Daily,gnews,"Amazon Stock, Meta Named Top Picks For 2026. Here's Why.","Amazon Stock, Meta Named Top Picks For 2026. Here's Why.. Information in Investor’s Business Daily is for informational and educational purposes only and should not be construed as an offer, recommend...",0,neutral,0.951,1.56,0.0,https://www.investors.com/news/technology/amazon-stock-meta-stock-top-picks-2026-bernstein/
3,2026-01-10 00:06,Amazon.com,newsapi,Crossmodal search with Amazon Nova Multimodal Embeddings,"Crossmodal search with Amazon Nova Multimodal Embeddings. Amazon Nova Multimodal Embeddings processes text, documents, images, video, and audio through a single model architecture. Available through A...",0,neutral,0.95,1.3,0.0,https://aws.amazon.com/blogs/machine-learning/crossmodal-search-with-amazon-nova-multimodal-embeddings/
