date,Open,High,Low,Close,Volume,symbol,price_change,daily_return,high_low_ratio,volume_change,MA_5,MA_10,MA_20,MA_50,MA_5_ratio,MA_10_ratio,MA_20_ratio,RSI_14,MACD,MACD_signal,MACD_histogram,BB_middle,BB_upper,BB_lower,BB_position,volatility_5,volatility_10,volatility_20,momentum_5,momentum_10,target_5_days,target_direction,date_dt,day_of_week,month,quarter
2024-02-01,401.83,408.0,401.8,403.78,30657726,MSFT,0.015594345792041775,1.5594345792041775,1.01543056246889,-0.35957753380917923,404.71999999999997,402.511,392.038,381.173,0.9976774066020953,1.003152708870068,1.029951178202113,68.69022057388246,7.676427329680905,6.994154003339575,0.6822733263413303,392.038,417.93343556609693,366.1425644339031,0.7267194921288163,0.017225515292684575,0.012708138025113046,0.010707937587375742,-0.002692222194778604,0.02516058598014559,0.025583238397147046,1,2024-02-01,3,2,1
2024-02-02,403.81,412.65,403.56,411.22,28256670,MSFT,0.01842587547674479,1.842587547674479,1.0225245316681533,-0.0783181374900408,406.178,403.76599999999996,394.202,381.84860000000003,1.0124132769376974,1.0184611879157732,1.0431707601686446,70.74594200255333,8.044023567193108,7.2041279161102825,0.8398956510828253,394.202,418.8203590885036,369.5836409114964,0.8456363590038617,0.019054597771967913,0.01336917841122081,0.010787289133766101,0.018047681528977844,0.03147966990242557,0.022688585185545396,1,2024-02-02,4,2,1
2024-02-05,409.9,411.16,403.99,405.65,25352286,MSFT,-0.01354506103788733,-1.354506103788733,1.0177479640585163,-0.10278578473684263,405.36400000000003,404.67999999999995,396.09700000000004,382.50020000000006,1.0007055387256885,1.0023969556192547,1.0241178297235272,63.12286689419791,7.796026048808699,7.322507542649967,0.47351850615873214,396.09700000000004,417.80477217108097,374.3892278289191,0.7200363981322422,0.01925383586147334,0.014173115766315721,0.011544877391216388,-0.009933613199258118,0.02305112103099538,0.02369037347467029,1,2024-02-05,0,2,1
2024-02-06,405.88,407.97,402.91,405.49,18382624,MSFT,-0.0003944286946874209,-0.03944286946874209,1.0125586359236554,-0.2749125660699788,404.74399999999997,405.339,397.637,383.05299999999994,1.0018431403553851,1.0003725276867017,1.0197491682112076,63.81987577639747,7.500118864333103,7.358029806986595,0.14208905734650834,397.637,417.2160802428988,378.0579197571012,0.7005456819874939,0.019254856856689515,0.014134536408006429,0.011120745242642718,-0.007587067720697949,0.016520431185760964,0.0020469062122370207,1,2024-02-06,1,2,1
2024-02-07,407.44,414.3,407.4,414.05,22340526,MSFT,0.021110261658733975,2.1110261658733975,1.016936671575847,0.21530669397361324,408.038,406.48799999999994,399.55,383.7854,1.0147339218406128,1.0186032552006457,1.0362908271805782,66.24275595621373,7.865660313939543,7.459555908377185,0.40610440556235794,399.55,417.55450586877964,381.5454941312204,0.9026769772433313,0.01477010767991014,0.015289716964162686,0.01175239431015293,0.041425625031440205,0.028542329093799612,-0.011013162661514309,0,2024-02-07,2,2,1
2024-02-08,414.05,415.56,412.53,414.11,21225257,MSFT,0.0001449100350199295,0.01449100350199295,1.0073449203694278,-0.04992134025850603,410.104,407.412,401.117,384.4954,1.0097682539063262,1.0164403601268495,1.0323920452137405,63.454165214360366,8.067202357774363,7.581085198256622,0.48611715951774137,401.117,418.41370501021794,383.8202949897821,0.8755917671118418,0.014459216178205054,0.015277618748310823,0.011341206899787801,0.025583238397147046,0.022822140440141192,-0.018231870758977142,0,2024-02-08,3,2,1
2024-02-09,415.25,420.82,415.09,420.55,22032844,MSFT,0.015551423534809539,1.5551423534809539,1.0138042352260956,0.03804839677559624,411.96999999999997,409.074,402.913,385.2524000000001,1.020826759230041,1.0280536039934094,1.0437737178993975,69.49399935128119,8.646903932200189,7.794248945045336,0.8526549871548532,402.913,420.4592937756988,385.3667062243012,1.0025847687682858,0.013843358244478127,0.01570790100501747,0.011631929975281462,0.022688585185545396,0.04114574307429497,-0.03921055760313874,0,2024-02-09,4,2,1
2024-02-12,420.555,420.74,414.75,415.26,21202921,MSFT,-0.012578765901795297,-1.2578765901795297,1.014442435201929,-0.037667538516589105,413.892,409.628,404.2525,385.9806,1.0033052100547968,1.0137490601228432,1.0272292688356905,62.67038413878561,8.580551559659739,7.951509467968217,0.629042091691522,404.2525,421.2376760445138,387.2673239554862,0.8240325555399644,0.013530388470467126,0.016070814282449466,0.012158238577724073,0.02369037347467029,0.01352142926876887,-0.030029379184125515,0,2024-02-12,0,2,1
2024-02-13,404.94,410.071,403.39,406.32,27824936,MSFT,-0.021528680826470192,-2.1528680826470192,1.0165621358982624,0.3123161662489804,414.058,409.401,405.055,386.5288,0.9813117968980192,0.9924743710933779,1.003123032674575,52.6918671248568,7.7176196260778624,7.904731499590147,-0.18711187351228453,405.055,420.72421957549994,389.38578042450007,0.5403657627587883,0.018081504980174856,0.01763805788491366,0.013367025537438786,0.0020469062122370207,-0.005555691524511075,-0.010189013585351403,0,2024-02-13,1,2,1
2024-02-14,408.07,409.84,404.57,409.49,20401190,MSFT,0.00780173262453232,0.780173262453232,1.0130261759398866,-0.26680190746889765,413.146,410.592,406.056,387.2284,0.9911508280365778,0.9973160704543684,1.0084569616013555,53.26732673267326,7.206460764997132,7.765077352671544,-0.558616587674412,406.056,419.99555432346415,392.1164456765358,0.6231746697317161,0.015016095227284688,0.015066093863923342,0.013387466724800042,-0.011013162661514309,0.02995623522309976,0.005274854086790848,1,2024-02-14,2,2,1
2024-02-15,408.14,409.13,404.29,406.56,21825525,MSFT,-0.00715524188624872,-0.715524188624872,1.0119716045412945,0.06981627052147443,411.6360000000001,410.87,406.69050000000004,387.9768,0.9876687170218347,0.9895100640105142,0.9996791171664938,51.809052139221336,6.490123073096299,7.510086496756496,-1.0199634236601964,406.69050000000004,419.39509258030523,393.98590741969485,0.4948640619848627,0.015095284624196948,0.014675330646965376,0.013391996534156273,-0.018231870758977142,0.006884937342117148,0.009297520661156966,1,2024-02-15,3,2,1
2024-02-16,407.96,408.29,403.44,404.06,22296495,MSFT,-0.006149153876426561,-0.6149153876426561,1.0120216141185803,0.02157886236413553,408.33799999999997,410.154,406.96,388.60760000000005,0.9895233850388649,0.985142166113216,0.9928739925299784,45.9221902017291,5.655498122768336,7.139168821958864,-1.4836706991905286,406.96,419.1671609699935,394.75283903000644,0.38121726226399094,0.01069805941287713,0.013394395240338287,0.013261288629539817,-0.03921055760313874,-0.017411604493944854,0.008612582289758919,1,2024-02-16,4,2,1
2024-02-20,403.24,404.49,398.01,402.79,24307915,MSFT,-0.003143097559768271,-0.3143097559768271,1.0162809979648753,0.09021238539958865,405.84399999999994,409.86800000000005,407.274,389.2874,0.9924749411103776,0.9827310255984852,0.9889902129770131,45.829738280126584,4.835829023533961,6.678500862273884,-1.842671838739923,407.274,418.6437167487732,395.9042832512268,0.30280951148216595,0.010501671151868829,0.012758921662963298,0.013215226701763108,-0.030029379184125515,-0.007050412917539606,0.011643784602398233,1,2024-02-20,1,2,1
2024-02-21,400.17,402.29,397.22,402.18,18631072,MSFT,-0.0015144368032969924,-0.15144368032969924,1.0127637077689946,-0.23353886995244144,405.01599999999996,409.537,407.438,389.91200000000003,0.992997807494025,0.9820358111721286,0.9870949690505059,53.88907676699358,4.089868002498122,6.160774290318732,-2.07090628782061,407.438,418.38593150373583,396.49006849626414,0.25986331307399235,0.005945655351600911,0.012761499553087531,0.013167804123454172,-0.010189013585351403,-0.008162963328318784,0.013774926649758878,1,2024-02-21,2,2,1
2024-02-22,410.19,412.83,408.57,411.65,27009869,MSFT,0.023546670644984724,2.3546670644984724,1.0104266098832513,0.44972167999780144,405.448,409.297,407.8925,390.6604,1.015296659497642,1.005748881618971,1.0092119860012136,56.30507931421246,4.214259020176598,5.771471236290306,-1.5572122161137072,407.8925,418.7420585648724,397.04294143512755,0.6731637272398174,0.01274156577974259,0.013239450363070875,0.014030457027792749,0.005274854086790848,-0.005796401400797069,0.004834203813919524,1,2024-02-22,3,2,1
2024-02-23,415.67,415.86,408.97,410.34,16295879,MSFT,-0.003182315073484765,-0.3182315073484765,1.0168472015062229,-0.39666945441312584,406.204,408.91999999999996,408.166,391.4412,1.010182076001221,1.0034725618702924,1.005326264314029,49.21819474058275,4.159189201888466,5.449014829409938,-1.2898256275214717,408.166,418.9704345671467,397.3615654328533,0.6006068381685846,0.012209501435581024,0.01326316067232332,0.014020737369059705,0.009297520661156966,-0.009103861292893312,0.012574937856411728,1,2024-02-23,4,2,1
2024-02-26,411.455,412.16,407.36,407.54,16193505,MSFT,-0.006823609689525667,-0.6823609689525667,1.011783189316575,-0.0062822017762895754,406.9,407.619,408.3465,392.1044,1.0015728680265423,0.9998061915661438,0.998024961644094,51.766025042048256,3.845283341954598,5.12826853191887,-1.282985189964272,408.3465,418.9721061622739,397.72089383772607,0.46204922393682163,0.012324008769560014,0.012020717723592107,0.014108755503671468,0.008612582289758919,-0.030935679467364197,0.01810865191146882,1,2024-02-26,0,2,1
2024-02-27,407.99,408.32,403.85,407.48,14835827,MSFT,-0.00014722481228834905,-0.014722481228834905,1.0110684660146092,-0.0838408979402544,407.838,406.841,408.2345,392.7666,0.9991222004815637,1.001570638160854,0.9981517975575313,51.86294701366786,3.5507384848331185,4.81276252250172,-1.2620240376686018,408.2345,418.8463612386015,397.62263876139855,0.46445015709141324,0.01209573418875682,0.011562474904869903,0.013730059787745712,0.011643784602398233,-0.018735250204691023,-0.011853342495337316,0,2024-02-27,1,2,1
2024-02-28,408.175,409.3,405.3201,407.72,13183125,MSFT,0.0005889859625012317,0.05889859625012317,1.0098191528128015,-0.11139938474612843,408.946,406.981,408.19100000000003,393.6024,0.9970020491703061,1.0018158095832483,0.9988461284055749,42.98070525615437,3.2986507650389854,4.509940171009173,-1.211289405970188,408.19100000000003,418.8038579413924,397.5781420586077,0.4778099357118969,0.011962451211119385,0.009262176636265312,0.013717434219852803,0.013774926649758878,0.003445560149635929,-0.013808496026685102,0,2024-02-28,2,2,1
2024-02-29,408.64,414.2,405.92,413.64,31947263,MSFT,0.014519768468556737,1.4519768468556737,1.0203981080015765,1.423345223533874,409.344,407.396,408.994,394.4606,1.0104948405253282,1.0153266109632888,1.011359579847137,49.53876349362117,3.5358053918096175,4.315113215169262,-0.7793078233596447,408.994,418.6098605822259,399.37813941777415,0.7415800416547066,0.008108166107611876,0.010068647739729498,0.012513921267577204,0.004834203813919524,0.010134557620454565,-0.010879025239338591,0,2024-02-29,3,2,1
2024-03-01,411.27,415.87,410.88,415.5,17823445,MSFT,0.004496663765593212,0.4496663765593212,1.0121446651090342,-0.4420979036607925,410.37600000000003,408.28999999999996,409.58000000000004,395.3176,1.0124861102988478,1.0176590168752604,1.0144538307534547,44.55466896700451,3.8296922886605103,4.218029029867512,-0.38833674120700135,409.58000000000004,419.2860154977245,399.87398450227556,0.8049655134688313,0.007842948252686773,0.009679771529842209,0.012121925682548218,0.012574937856411728,0.02198937426210157,-0.022334536702767638,0,2024-03-01,4,3,1
2024-03-04,413.44,417.35,412.32,414.92,17595956,MSFT,-0.001395908543922908,-0.1395908543922908,1.0121992627085759,-0.012763469688379492,411.85200000000003,409.376,409.76500000000004,396.1508,1.0074492778959432,1.013542562338779,1.0125803814381413,49.59193470955356,3.9700345321914483,4.168430130332299,-0.19839559814085028,409.76500000000004,419.7399528425196,399.7900471574805,0.7583972115650568,0.0064828923896327,0.009333701672822239,0.011457437372488726,0.01810865191146882,0.026877196455971974,-0.025065072785115272,0,2024-03-04,0,3,1
2024-03-05,413.96,414.25,400.64,402.65,26919177,MSFT,-0.029571965680131207,-2.9571965680131207,1.0339706469648562,0.529850211037127,410.8860000000001,409.36199999999997,409.61499999999995,396.7914,0.9799555107742778,0.9836037541344824,0.9829962281654725,45.9213158479662,3.0559433038217776,3.9459327650301947,-0.8899894612084172,409.61499999999995,419.93476641922337,399.29523358077654,0.16254081162991538,0.016447030121880965,0.013829369958747924,0.012954831206955987,-0.011853342495337316,-0.0003475756597731694,0.031367192350676865,1,2024-03-05,1,3,1
2024-03-06,402.97,405.16,398.39,402.09,22344149,MSFT,-0.0013907860424686724,-0.13907860424686724,1.0169933984286754,-0.16995423002716614,409.76000000000005,409.353,409.445,397.3624,0.9812817258883247,0.9822573671134692,0.9820366593803808,41.269466729589375,2.2602770331182,3.6088016186477962,-1.3485245855295962,409.445,420.1555014871026,398.7344985128974,0.15664539569614044,0.016384631917543243,0.013827869293736684,0.012957164521286117,-0.013808496026685102,-0.00022378039683734752,0.0323559402123903,1,2024-03-06,2,3,1
2024-03-07,406.12,409.78,402.24,409.14,18718479,MSFT,0.017533388047452192,1.7533388047452192,1.018745027844073,-0.16226485063270923,408.86,409.102,409.1995,398.0536,1.0006848309934941,1.0000928863706362,0.9998545941527298,52.774193548387075,2.173526797859097,3.321746654490057,-1.14821985663096,409.1995,419.68836221314206,398.71063778685794,0.4971636580407423,0.017209645925992133,0.012784616622917463,0.012666930174484505,-0.010879025239338591,-0.006097412850722628,0.03930195043261486,1,2024-03-07,3,3,1
2024-03-08,407.96,410.42,404.33,406.22,18002186,MSFT,-0.0071369213472159965,-0.7136921347215996,1.0150619543442239,-0.03826662412047477,407.004,408.69,408.805,398.68480000000005,0.9980737290051204,0.99395629939563,0.993676691821284,52.30179028132996,1.8478560802303718,3.02696853963812,-1.1791124594077482,408.805,419.10807976439776,398.50192023560226,0.37455207282135017,0.01688395506210008,0.012935793593397827,0.012751188357598996,-0.022334536702767638,-0.01004045425744493,0.025109546551129958,1,2024-03-08,4,3,1
