date,Open,High,Low,Close,Volume,symbol,daily_return,volatility_10d,MA_5,MA_20,MA_50,RSI_14,volume_MA_5,volume_ratio,target_3d
2025-04-01,219.06091135294477,222.91771798921508,218.15400887457568,222.4293975830078,36412700,AAPL,0.004771951175297495,0.014669677707081033,220.9644012451172,220.54534072875975,229.2589370727539,57.38404551993681,42618300.0,0.8543911887616352,-0.1559657169897537
2025-04-02,220.56578026164416,224.4225869866718,220.2667995775576,223.12701416015625,35905900,AAPL,0.00313635061160511,0.01446183130423704,221.43479614257814,219.9548599243164,229.28872589111327,70.04228758059841,42906260.0,0.8368452528838449,-0.18951268876960525
2025-04-03,204.83955642508238,206.7829234026015,200.56418252947898,202.49757385253906,103419000,AAPL,-0.09245604072310931,0.03390732433122441,217.31688232421874,218.35333786010742,228.88223266601562,40.16049889043799,56171100.0,1.8411425092262748,-0.1514346334655552
2025-04-04,193.2292544699453,199.19884701911502,186.70157274086588,187.738037109375,125910900,AAPL,-0.07288747446382804,0.03882172850919456,211.4330078125,215.82747573852538,228.18393310546875,30.777325260003693,73389560.0,1.7156513814771475,0.05557909880035106
2025-04-07,176.59612158290105,193.48835506739644,174.02491207450518,180.84161376953125,160466300,AAPL,-0.03673428915114274,0.03832694175965589,203.32672729492188,213.53431777954103,227.3652264404297,28.38755177911196,92422960.0,1.7362168448186468,0.04937723365786795
2025-04-08,186.0637635998773,189.69135865616965,168.63337548243626,171.83242797851562,120859500,AAPL,-0.049818101062165554,0.037617652710516765,193.20733337402345,211.1215690612793,226.22537322998048,22.809263265640254,109312320.0,1.1056347537038826,0.14922845768793946
2025-04-09,171.3640110222038,199.926344669284,171.30421792842867,198.17234802246094,184395900,AAPL,0.15328841216885225,0.06802872688116866,188.21640014648438,210.21815795898436,225.44507507324218,42.67038615770042,139010320.0,1.3264907238541714,0.018456086322898635
2025-04-10,188.42568213047016,194.11621470149436,182.37636057603893,189.7710723876953,121880000,AAPL,-0.042393783585858436,0.06842286410062429,185.6710998535156,209.25843963623046,224.4748504638672,37.14101101275183,142702520.0,0.8540844268202131,0.061548205544544876
2025-04-11,185.46579368960585,198.85997858079665,185.42592149027786,197.47471618652344,87435900,AAPL,0.04059440515301449,0.07032443544933728,187.61843566894532,208.49405212402343,223.69393951416015,40.05811317305179,135007520.0,0.6476372575394319,-0.019581039682335488
2025-04-14,210.71943358737073,212.21432171985006,200.4744681359889,201.829833984375,101352900,AAPL,0.022054052700792193,0.07044081595225252,191.81607971191406,207.92200775146483,223.0317874145508,40.762336977087514,123184840.0,0.822770886417517,-0.027355312418727573
2025-04-15,201.1720967653651,202.81646776904176,199.11911932089467,201.45114135742188,51343900,AAPL,-0.0018762965785447117,0.07034821287990328,197.7398223876953,207.39630508422852,222.52114227294922,41.42567613955119,109281720.0,0.4698306359014115,-0.04442475259238876
2025-04-16,197.68401406478426,200.01603598224625,191.71442177543545,193.6079559326172,59732400,AAPL,-0.03893343751718448,0.07088345159925427,196.82694396972656,206.35137786865235,221.75826446533202,37.531617107598066,84349020.0,0.7081576051505992,0.02815674703551485
2025-04-17,196.5279673080365,198.15241736523095,193.75744237056688,196.3087158203125,52164700,AAPL,0.013949632775603904,0.06520935838729268,198.13447265625,205.49829483032227,221.05597198486328,40.934308804908426,70405960.0,0.7409131272409324,0.03868417092567222
2025-04-21,192.61134997705832,193.13954254760668,189.16313478921086,192.50172424316406,46742500,AAPL,-0.019392881061038092,0.060721734492844806,197.13987426757814,204.24707260131837,220.262607421875,37.40105034029188,62267280.0,0.750675153949233,0.07874304849485081
2025-04-22,195.45165216386687,200.9030125684292,195.3021694205859,199.059326171875,52976400,AAPL,0.03406515943944233,0.059551183138841016,196.5857727050781,203.20114974975587,219.71169158935547,40.26890829342515,52591980.0,1.0073094795061908,0.04776202647461747
2025-04-23,205.29797863560773,207.29116289420588,202.10888686320854,203.9027557373047,52929200,AAPL,0.024331588268553084,0.05560112596973593,197.0760955810547,202.24691314697264,219.25226287841798,42.262335769453806,52909040.0,1.0003810312944632,0.027077212096022762
2025-04-24,204.1917605029567,208.11833592046503,202.248408894664,207.65989685058594,47311000,AAPL,0.018426141911106475,0.029543187155353822,199.88648376464843,201.59115600585938,218.76891571044922,52.40437041964444,50424760.0,0.9382493838344496,0.013629604505011716
2025-04-25,205.66671618569228,209.0352025034097,205.49729734578435,208.56680297851562,38222300,AAPL,0.004367266581964069,0.02445644099198245,202.33810119628907,200.86513900756836,218.21899627685548,61.13834475100831,47636280.0,0.8023779354727112,0.015386175385192047
2025-04-28,209.2843516085664,210.77923983434187,206.7530142372406,209.4238739013672,38743100,AAPL,0.004109335285442661,0.021936793410774747,205.7225311279297,200.47846221923828,217.59333587646483,66.3400175755111,46036400.0,0.8415753621047692,0.015132821942872354
2025-04-29,207.97880282615472,211.51670773820763,207.65988606249564,210.49021911621094,36827600,AAPL,0.005091803503481929,0.02121074195888843,208.0087097167969,199.93432235717773,216.92781158447266,74.30754762202193,42806640.0,0.8603244730256802,-0.02774481218747482
2025-04-30,208.58675630135352,212.85216981941505,205.96571387629956,211.77584838867188,52286500,AAPL,0.00610778628032671,0.02109762858575126,209.5833282470703,199.40164489746093,216.2905908203125,62.48857281418212,42678100.0,1.2251365454413388,-0.06404710099660338
2025-05-01,208.3674918385056,213.82881264887993,208.18809734114114,212.59304809570312,57365700,AAPL,0.003858795576781038,0.014437077548639612,210.56995849609376,198.87494659423828,215.6617416381836,74.34099239366873,44689040.0,1.2836637350007967,-0.06942631536713662
2025-05-02,205.38767599056177,206.28461806468735,201.4710760745947,204.65020751953125,101010600,AAPL,-0.03736171359938467,0.020515366358935087,209.78663940429686,198.9825782775879,214.85490081787108,57.614237115789095,57246700.0,1.7644790005362754,-0.04431463986311912
2025-05-05,202.40787903175757,203.4044712176219,197.5345438511527,198.21221923828125,69018500,AAPL,-0.03145849867088735,0.022341137460845695,207.5443084716797,199.50628738403321,213.9248809814453,46.32369542079238,63301780.0,1.0903089928908791,-0.007039087497525021
2025-05-06,197.5345306234426,199.96620262041338,196.34858356859348,197.83349609375,51216500,AAPL,-0.0019106952436467317,0.01953016513451606,205.0129638671875,200.35588150024415,212.95639251708985,46.323666688375525,66179560.0,0.7739020930329545,0.00010080819324564949
2025-05-07,198.49125449640593,198.7603386318323,192.59143085844198,195.58120727539062,68536700,AAPL,-0.011384769833375663,0.017673470158791633,201.77403564453124,201.5433204650879,211.9440545654297,52.262336494540925,69429600.0,0.9871394909375828,0.07549761617025319
2025-05-08,197.04619801698016,199.3682595147921,194.0165494128041,196.81698608398438,50478900,AAPL,0.0063184946335548275,0.01632880774810344,198.6188232421875,201.47555236816407,211.08957641601563,50.6029884767834,68052240.0,0.7417669131831663,0.0795950071472884
2025-05-09,198.32183886048443,199.85658408831688,196.86680762308345,197.8534393310547,36453900,AAPL,0.005266076204561099,0.016389841604655845,197.25946960449218,201.87967071533203,210.31681884765624,56.79576021136939,55140900.0,0.6611045521563849,0.07091345922110337
2025-05-12,210.52675192915717,210.82612467262763,206.31561695740214,210.3471221923828,63775800,AAPL,0.06314614951132236,0.027174586417170295,199.6864501953125,202.523291015625,209.70344451904296,62.455780083939125,54092360.0,1.1790167779701237,0.003131159410354911
2025-05-13,209.98788789546765,212.95164926547025,208.56089957562318,212.48263549804688,51909300,AAPL,0.010152329556051276,0.02731084327957509,202.61627807617188,203.0559310913086,209.20872100830078,60.069439594393685,54230920.0,0.9571901048331837,-0.007842940405717314
2025-05-14,211.98369190366654,213.49052924285678,210.1375877621875,211.8839111328125,49325800,AAPL,-0.0028177566784739483,0.027281127186205817,205.87681884765624,203.57756958007812,208.74387969970704,55.3542892532795,50388740.0,0.9789052077904706,-0.01671932872937565
2025-05-15,210.506803034962,212.51258988469863,209.0997617101353,211.00575256347656,45029500,AAPL,-0.004144526899852674,0.027285153832167047,208.71457214355468,204.44745941162108,208.2652621459961,53.09382612913553,49298860.0,0.9133984031273745,-0.021707241283979828
2025-05-16,211.9138418912236,212.12340739052024,209.3292870180407,210.81614685058594,54737900,AAPL,-0.0008985807760553133,0.024043623074982493,211.30711364746094,205.17283096313477,207.79102478027343,51.79653074484633,52955660.0,1.0336553259840402,-0.043406192813327915
