date,Open,High,Low,Close,Volume,symbol
1980-12-12,0.09838950634002686,0.0988172630624208,0.09838950634002686,0.09838950634002686,469033600,AAPL
1980-12-15,0.09368420784557524,0.09368420784557524,0.09325645118951797,0.09325645118951797,175884800,AAPL
1980-12-16,0.08683935362955003,0.08683935362955003,0.08641160279512405,0.08641160279512405,105728000,AAPL
1980-12-17,0.08855040371417999,0.0889781604307367,0.08855040371417999,0.08855040371417999,86441600,AAPL
1980-12-18,0.09111770242452621,0.09154545345068317,0.09111770242452621,0.09111770242452621,73449600,AAPL
1980-12-19,0.09667842090129852,0.09710617731409872,0.09667842090129852,0.09667842090129852,48630400,AAPL
1980-12-22,0.10138377547264099,0.10181229746564736,0.10138377547264099,0.10138377547264099,37363200,AAPL
1980-12-23,0.10566210001707077,0.1060898567789278,0.10566210001707077,0.10566210001707077,46950400,AAPL
1980-12-24,0.11122284829616547,0.11165060484512628,0.11122284829616547,0.11122284829616547,48003200,AAPL
1980-12-26,0.1214897409081459,0.12191749759313703,0.1214897409081459,0.1214897409081459,55574400,AAPL
1980-12-29,0.12320072948932648,0.12362848608149013,0.12320072948932648,0.12320072948932648,93161600,AAPL
1980-12-30,0.12063416067815802,0.12063416067815802,0.12020641565322875,0.12020641565322876,68880000,AAPL
1980-12-31,0.11721216521620619,0.11721216521620619,0.11678440868854523,0.11678440868854523,35750400,AAPL
1981-01-02,0.118067666888237,0.11892317994384653,0.118067666888237,0.118067666888237,21660800,AAPL
1981-01-05,0.1159289105497281,0.1159289105497281,0.11550116539001465,0.11550116539001465,35728000,AAPL
1981-01-06,0.11079509192878555,0.11079509192878555,0.11036733537912369,0.11036733537912369,45158400,AAPL
1981-01-07,0.1060898567789278,0.1060898567789278,0.10566210001707077,0.10566210001707077,55686400,AAPL
1981-01-08,0.10395105923451915,0.10395105923451915,0.10352331399917603,0.10352331399917603,39827200,AAPL
1981-01-09,0.10908410698175432,0.10951186364838458,0.10908410698175432,0.1090841069817543,21504000,AAPL
1981-01-12,0.10908409588798021,0.10908409588798021,0.10822859406471252,0.10822859406471252,23699200,AAPL
1981-01-13,0.10480656117638283,0.10480656117638283,0.10437880456447601,0.10437880456447601,23049600,AAPL
1981-01-14,0.10480659455060959,0.1052343512987297,0.10480659455060959,0.10480659455060959,14291200,AAPL
1981-01-15,0.10694533586502075,0.10780083769026193,0.10694533586502075,0.10694533586502075,14067200,AAPL
1981-01-16,0.10651758705405033,0.10651758705405033,0.10608983039855957,0.10608983039855957,13395200,AAPL
1981-01-19,0.11250612884759903,0.1129338854814508,0.11250612884759903,0.11250612884759903,41574400,AAPL
1981-01-20,0.10951186364838458,0.10951186364838458,0.10908410698175432,0.1090841069817543,30083200,AAPL
1981-01-21,0.11122284829616547,0.11207834997110129,0.11122284829616547,0.11122284829616547,15904000,AAPL
1981-01-22,0.11250612884759903,0.11336164211530254,0.11250612884759903,0.11250612884759903,35548800,AAPL
1981-01-23,0.11250612528409086,0.11293388190439389,0.11207836866378783,0.11207836866378784,11222400,AAPL
1981-01-26,0.11079509192878555,0.11079509192878555,0.11036733537912369,0.11036733537912369,24640000,AAPL
1981-01-27,0.11036734657696053,0.11036734657696053,0.1095118448138237,0.1095118448138237,23699200,AAPL
1981-01-28,0.10651758705405033,0.10651758705405033,0.10608983039855957,0.10608983039855957,28156800,AAPL
1981-01-29,0.10266775265306069,0.10266775265306069,0.10223999619483948,0.10223999619483948,43904000,AAPL
1981-01-30,0.09753393372689892,0.09753393372689892,0.09667842090129852,0.09667842090129852,46188800,AAPL
1981-02-02,0.09154545345068317,0.09154545345068317,0.09111770242452621,0.09111770242452621,23766400,AAPL
1981-02-03,0.09453969448804855,0.09496744533778502,0.09453969448804855,0.09453969448804855,19152000,AAPL
1981-02-04,0.09796172380447388,0.09838946894128754,0.09796172380447388,0.09796172380447388,27865600,AAPL
1981-02-05,0.09796172380447388,0.09881722550108728,0.09796172380447388,0.09796172380447388,7929600,AAPL
1981-02-06,0.09838950634002686,0.0988172630624208,0.09838950634002686,0.09838950634002686,13865600,AAPL
1981-02-09,0.09411195879013817,0.09411195879013817,0.09325645118951797,0.09325645118951797,16755200,AAPL
1981-02-10,0.09325645118951797,0.09368420784557524,0.09325645118951797,0.09325645118951797,18345600,AAPL
1981-02-11,0.09068988810799888,0.09068988810799888,0.09026213735342026,0.09026213735342026,13843200,AAPL
1981-02-12,0.08983441625415449,0.08983441625415449,0.08940589427947998,0.08940589427947998,14560000,AAPL
1981-02-13,0.08812263067040968,0.08812263067040968,0.08726712316274643,0.08726712316274643,11155200,AAPL
1981-02-17,0.08940589427947998,0.08983441625415449,0.08940589427947998,0.08940589427947998,12275200,AAPL
1981-02-18,0.09325645118951797,0.09411195879013817,0.09325645118951797,0.09325645118951797,19241600,AAPL
1981-02-19,0.08812262502758403,0.08812262502758403,0.08769486844539642,0.08769486844539642,22310400,AAPL
1981-02-20,0.08341735249262425,0.08341735249262425,0.08298959583044052,0.08298959583044052,24371200,AAPL
1981-02-23,0.08427281677722931,0.08470057324847581,0.08427281677722931,0.08427281677722931,14112000,AAPL
1981-02-24,0.08213410008457844,0.08213410008457844,0.08127859234809875,0.08127859234809875,16979200,AAPL
1981-02-25,0.08641160279512405,0.08683935362955003,0.08641160279512405,0.08641160279512405,19488000,AAPL
1981-02-26,0.08769486844539642,0.08812262502758403,0.08769486844539642,0.08769486844539642,10841600,AAPL
1981-02-27,0.09068991243839264,0.09154541988855823,0.09068991243839264,0.09068991243839264,14761600,AAPL
1981-03-02,0.09111770242452621,0.09154545345068317,0.09111770242452621,0.09111770242452621,11760000,AAPL
1981-03-03,0.09026217853432128,0.09026217853432128,0.08983442187309265,0.08983442187309265,16172800,AAPL
1981-03-04,0.08940588497412792,0.08940588497412792,0.08897813409566879,0.08897813409566879,13708800,AAPL
1981-03-05,0.0889781604307367,0.0889781604307367,0.08855040371417999,0.08855040371417999,5376000,AAPL
1981-03-06,0.08855037589827829,0.08855037589827829,0.08769486844539642,0.08769486844539642,11603200,AAPL
1981-03-09,0.08127859061825662,0.08127859061825662,0.08085083961486816,0.08085083961486816,15321600,AAPL
1981-03-10,0.07742804117806938,0.07742804117806938,0.07700029015541077,0.07700029015541077,28380800,AAPL
