date,Open,High,Low,Close,Volume,daily_return,volatility_10d,MA_5,MA_20,MA_50,RSI_14,volume_MA_5,volume_ratio,target_3d,symbol
2024-08-20,128.18870516059542,129.66628071339343,125.68284097768198,127.04060363769531,300087400,-0.02115391149494439,0.03720039249116918,124.3490478515625,112.2984073638916,120.42631210327148,58.526422955826625,315668800.0,0.9506400379131545,0.016660034617973052,NVDA
2024-08-21,127.11050029285343,129.13716641620366,126.45159025428316,128.28855895996094,257883600,0.009823279223583059,0.02792992644515739,126.42962036132812,113.00973548889161,120.56049118041992,68.0516707639339,299396240.0,0.8613454865031037,-0.01587561086689193,NVDA
2024-08-22,129.80607331879,130.53486793359997,122.89745348715682,123.5363998413086,376189100,-0.03704273519929002,0.03154185797056707,126.60533142089844,113.58179321289063,120.61699829101562,64.64002912780299,311016720.0,1.209546226325067,0.03685146944234696,NVDA
2024-08-23,125.65288601497598,129.38673697357257,125.01393980516215,129.1571044921875,323230300,0.04549836856261891,0.03192383699184066,127.56175079345704,114.39595108032226,120.70026092529297,76.26225824933546,315144800.0,1.0256564601414968,-0.029063824659398607,NVDA
2024-08-26,129.3567902083498,131.04399639094717,124.16534262628207,126.25189971923828,331964700,-0.022493573112928877,0.033949186338139155,126.85491333007812,115.13822746276855,120.63736434936523,70.50028066661955,317871020.0,1.044337731700109,-0.07014066699786303,NVDA
2024-08-27,124.84424526829238,128.98741074794592,123.67616460225028,128.08889770507812,303134600,0.014550260153906702,0.029119469100483707,127.06457214355468,116.36470680236816,120.56588211059571,79.00139476913313,318480460.0,0.9518153798195343,-0.06960260810913521,NVDA
2024-08-28,127.90916927864866,128.11883041927797,122.4381910717034,125.40330505371094,448101100,-0.020966630984292633,0.030610001234924293,126.48752136230469,116.7935001373291,120.45865859985352,71.81817094934556,356523960.0,1.2568611096993312,-0.14019579893047707,NVDA
2024-08-29,121.16030816238968,124.22525631015377,116.51795800585043,117.3965072631836,453023300,-0.06384837933177268,0.03521922025157043,125.2595428466797,117.21181106567383,120.09945068359374,61.65153876079462,371890800.0,1.218162159429596,-0.0967769398263969,NVDA
2024-08-30,119.33330911013266,121.54965726206557,117.02711271158417,119.17357635498047,333751600,0.01513732506379406,0.0352849302184539,123.26283721923828,117.81581611633301,119.87162582397461,59.836530753144125,373995060.0,0.8923957444785501,-0.1018680860486908,NVDA
2024-09-03,115.8191103772934,116.01877823521122,107.1134577156826,107.8222885131836,477155100,-0.09525003938779997,0.041410114569418836,119.57691497802735,118.19269485473633,119.50083709716797,42.842072809163696,403033140.0,1.1839103355123601,-0.04787035653961158,NVDA
2024-09-04,105.23655349888746,113.0836130103624,103.94867525541761,106.03523254394531,372470300,-0.016574086804137633,0.041391451623853444,115.16618194580079,118.29053344726563,119.26322875976562,39.534480082103656,416900280.0,0.8934278000484912,0.002448006043926476,NVDA
2024-09-05,104.817243866478,109.4695798052194,104.58762658147727,107.0335922241211,306850700,0.009415358048675104,0.04136214245449608,111.49223937988282,118.70485038757325,118.88625045776367,35.21632126933196,388650200.0,0.7895292476370783,0.008301383687500552,NVDA
2024-09-06,107.86222325429438,107.97204286084109,100.78388574677186,102.66079711914062,413638100,-0.040854417889891304,0.04158272953849216,108.54509735107422,118.5980266571045,118.41562591552734,30.43713454412483,380773160.0,1.086311072975837,0.1369250166989251,NVDA
2024-09-09,104.70741977949132,106.37467762407766,103.51938307487873,106.29480743408203,273912000,0.035398228115490316,0.03997298812507928,105.96934356689454,118.68388519287109,118.06580245971679,28.136043199480326,368805240.0,0.7427009442707484,0.11909635994069312,NVDA
2024-09-10,107.63259542371279,109.21998302790867,104.77730096516093,107.922119140625,268283700,0.015309418642600603,0.04132318918545524,105.98930969238282,118.6379608154297,117.75751052856445,31.827676429551474,327030960.0,0.8203617785912379,0.10185190159914392,NVDA
2024-09-11,109.20999835891277,116.99716652085532,107.24323877137772,116.7176284790039,441422400,0.08149867152736467,0.050911683948331385,108.12578887939453,118.67639770507813,117.60995376586914,40.381740803919996,340821380.0,1.2951722688289098,-0.0010265770704451782,NVDA
2024-09-12,116.6577172050991,120.60155948017247,115.19999582839206,118.95413208007812,366052700,0.01916166075526915,0.05136198945785277,110.50989685058593,118.7298194885254,117.53967346191406,46.024766356810325,352661780.0,1.0379709987285834,-0.029796897756708796,NVDA
