date,Open,High,Low,Close,Volume,symbol,daily_return,price_change,volatility_5,volatility_10,volatility_20,MA_5,price_vs_MA_5,MA_10,price_vs_MA_10,MA_20,price_vs_MA_20,MA_50,price_vs_MA_50,RSI_14,volume_MA_5,volume_ratio,price_range,momentum_5,momentum_10,target_3_days,target_7_days,target_direction_3d,target_direction_7d,trend_5,trend_20,resistance_20,support_20,distance_to_resistance,distance_to_support
2024-02-01,155.8699951171875,159.75999450683594,155.6199951171875,159.27999877929688,76542400,AMZN,0.026288672108771616,4.0800018310546875,0.020572411437333224,0.01434846135520562,0.01459513221124623,158.7719970703125,0.0031995674196843016,157.46199798583984,0.011545647944976034,154.33999938964843,0.03200725287795847,151.04659973144533,0.05450899962323019,58.443186702966045,53670400.0,1.4261566897209634,0.02599196020452602,0.00969888291154919,0.03765471517457253,0.061966318387933095,0.08199395817857891,1,1,1,1,161.72999572753906,144.0500030517578,0.01538169868796255,0.09561775391926139
2024-02-02,169.19000244140625,172.5,167.3300018310547,171.80999755859375,117218300,AMZN,0.07866649218561839,12.529998779296875,0.040411147505210084,0.027782481653515698,0.020818952295231757,161.30999755859375,0.06509205975399013,159.10899810791017,0.07982577730814167,155.70199890136718,0.10345402609397802,151.56019958496094,0.133608942381217,73.7103681559538,66904580.0,1.7520220588784803,0.03009136978296124,0.07975114901216784,0.10602550282593093,-0.0074500832168415965,-0.018450603655146613,0,0,1,1,172.5,144.52999877929688,0.004016078524015652,0.15878004287843236
2024-02-05,170.1999969482422,170.5500030517578,167.6999969482422,170.30999755859375,55081300,AMZN,-0.008730574595861018,-1.5,0.04196218218047223,0.02811615545014938,0.021173480110774023,163.1199981689453,0.04407797615471831,160.66199798583983,0.06005153486018666,156.95549850463868,0.08508462068030309,152.08839965820312,0.11980925528403907,73.62910482277258,68866760.0,0.7998241822324732,0.01673422667119177,0.05612057149967331,0.10033595362306036,-0.0027596807435888993,0.003933992006046605,0,1,1,1,172.5,146.14999389648438,0.012858918870295902,0.1418589866035159
2024-02-06,169.38999938964844,170.7100067138672,167.64999389648438,169.14999389648438,42505500,AMZN,-0.00681113075414308,-1.160003662109375,0.04097220986484057,0.028616059596566885,0.020963505309292838,165.14999694824218,0.02422038766065371,161.9749969482422,0.04429694140099216,157.9579978942871,0.07085425335466389,152.53719940185547,0.1089097909216421,74.22221468701456,68326380.0,0.6220950092775294,0.01809052868932094,0.06383643960053065,0.08415580864293704,0.03133315544191673,0.003842797391238717,1,1,1,1,172.5,148.2100067138672,0.019804943685459108,0.12379537651909076
2024-02-07,169.47999572753906,170.8800048828125,168.94000244140625,170.52999877929688,47174100,AMZN,0.008158468416245013,1.3800048828125,0.035932680508423014,0.028597094751501885,0.02086859939823511,168.21599731445312,0.013756132007576527,163.34099731445312,0.04401222952620998,158.91599807739257,0.07308264015211519,153.01299926757812,0.1144804663366299,73.92526065135614,67704320.0,0.6967664692592732,0.011376311823687032,0.09877578693617561,0.08707849867595696,0.010613953976134516,-0.005981377351565231,1,0,1,1,172.5,149.91000366210938,0.011552226791795956,0.12091711291146072
2024-02-08,169.64999389648438,171.42999267578125,168.8800048828125,169.83999633789062,42316500,AMZN,-0.004046223223746481,-0.69000244140625,0.03704659316927551,0.028876196000705047,0.020864340540383303,170.32799682617187,-0.0028650632742382998,164.54999694824218,0.03214828008360504,159.72149810791015,0.06335088482042828,153.45519927978515,0.10677251168422197,71.05110187589165,60859140.0,0.695318731089529,0.015014059396796266,0.06629832772177502,0.0766402303511291,-0.007065455570635093,-0.016250556796674864,0,0,0,1,172.5,149.91000366210938,0.015661821240371392,0.11734569657038404
2024-02-09,170.89999389648438,175.0,170.5800018310547,174.4499969482422,56986000,AMZN,0.02714319777292107,4.6100006103515625,0.014940848700541258,0.02952354507666283,0.021422029778428563,170.85599670410156,0.021035259595628464,166.08299713134767,0.050378425012871375,160.68499832153321,0.08566449121258346,154.00359924316408,0.13276571330514342,75.55208542700619,48812680.0,1.167442557958301,0.02533676266131829,0.015365807736235526,0.09634239757086815,-0.019891093616542954,-0.0335912909880427,0,0,1,1,175.0,149.91000366210938,0.0031527833842324095,0.14067064325265433
2024-02-12,174.8000030517578,175.38999938964844,171.5399932861328,172.33999633789062,51050400,AMZN,-0.012095159915523457,-2.1100006103515625,0.015667400850671892,0.030251564115056667,0.02170622686151866,171.26199645996093,0.0062944488573781765,167.1909973144531,0.030797106938439178,161.57099838256835,0.06665180052810848,154.5239990234375,0.11529598914762018,70.73169691610418,48006500.0,1.0634059971045589,0.022339597222500136,0.011919434022647168,0.06870893097162423,-0.01473826935189726,0.012997595107129278,0,1,1,1,175.38999938964844,149.91000366210938,0.01769759264574871,0.13014966434027828
2024-02-13,167.72999572753906,170.9499969482422,165.75,168.63999938964844,56345100,AMZN,-0.021469171561243172,-3.6999969482421875,0.01888013335686331,0.030913357449792383,0.022304874804693883,171.15999755859374,-0.014723055649043415,168.15499725341797,0.002884256454772638,162.34499816894532,0.0387754553063111,154.97499908447264,0.08817551466948137,63.94219663627079,50774420.0,1.1097143010200805,0.03083489662631828,-0.003015043010572316,0.06062892697892108,0.005158889470684436,0.0376542109019089,1,1,0,1,175.38999938964844,149.91000366210938,0.04002609122645865,0.11106496557950508
2024-02-14,169.2100067138672,171.2100067138672,168.27999877929688,170.97999572753906,42815500,AMZN,0.013875689909627953,2.339996337890625,0.01968854205083082,0.029062887975065014,0.02211488075426292,171.2499969482422,-0.0015766494920566032,169.73299713134764,0.007346824820552822,163.3084976196289,0.04697549864048289,155.4539990234375,0.09987518366613868,65.14769439233363,49902700.0,0.8579796283567823,0.017136554028456954,0.0026388140002544525,0.10167525186588344,-0.022809650216035315,0.021932390301235616,0,1,0,1,175.38999938964844,151.82000732421875,0.025792512412603094,0.1120598250210056
2024-02-15,170.5800018310547,171.1699981689453,167.58999633789062,169.8000030517578,49855200,AMZN,-0.006901349311422389,-1.17999267578125,0.01990021100052027,0.028903185342924582,0.022261539048208715,171.24199829101562,-0.008420803620892259,170.78499755859374,-0.005767453353143548,164.1234977722168,0.03458679199866488,155.95319915771483,0.08878820036285218,62.28151907085617,51410440.0,0.9697485569078965,0.02108363820207615,-0.00023547625409303663,0.06604723978581739,-0.007126070036043264,0.02202585493025566,0,1,0,1,175.38999938964844,152.74000549316406,0.03292106146892532,0.10047112633675033
2024-02-16,168.74000549316406,170.4199981689453,167.1699981689453,169.50999450683594,48107700,AMZN,-0.0017079419299743659,-0.290008544921875,0.013135296714230377,0.014050554089524964,0.02225524403272974,170.25399780273438,-0.004369960796811845,170.55499725341798,-0.006127071990915223,164.83199768066407,0.02838039271497972,156.4057989501953,0.08378331011124107,59.90871851111183,49634780.0,0.9692336704222322,0.019172910774113292,-0.02831758399440909,-0.013386898809386372,0.029909784015799135,0.021532707648847405,1,1,0,1,175.38999938964844,153.89999389648438,0.03468824891369679,0.09208896888803833
