symbol,date,type,value,message
NVDA,2025-04-09,HIGH_VOLUME,612918300.0,"Volume anormalement élevé: 612,918,300"
NVDA,2024-02-22,EXTREME_MOVE,16.400865728677026,Mouvement de prix extrême: 16.40%
NVDA,2024-03-12,EXTREME_MOVE,7.157184855692078,Mouvement de prix extrême: 7.16%
NVDA,2024-04-19,EXTREME_MOVE,-10.004602019930664,Mouvement de prix extrême: -10.00%
NVDA,2024-05-23,EXTREME_MOVE,9.319647934951124,Mouvement de prix extrême: 9.32%
NVDA,2024-05-28,EXTREME_MOVE,6.980431100500217,Mouvement de prix extrême: 6.98%
NVDA,2024-06-24,EXTREME_MOVE,-6.6840460773071815,Mouvement de prix extrême: -6.68%
NVDA,2024-06-25,EXTREME_MOVE,6.756411827166553,Mouvement de prix extrême: 6.76%
NVDA,2024-07-17,EXTREME_MOVE,-6.623935573209483,Mouvement de prix extrême: -6.62%
NVDA,2024-07-24,EXTREME_MOVE,-6.803161597135121,Mouvement de prix extrême: -6.80%
NVDA,2024-07-30,EXTREME_MOVE,-7.043632120638432,Mouvement de prix extrême: -7.04%
NVDA,2024-07-31,EXTREME_MOVE,12.812088906521414,Mouvement de prix extrême: 12.81%
NVDA,2024-08-01,EXTREME_MOVE,-6.674058452284015,Mouvement de prix extrême: -6.67%
NVDA,2024-08-13,EXTREME_MOVE,6.530902219466728,Mouvement de prix extrême: 6.53%
NVDA,2024-09-03,EXTREME_MOVE,-9.525012464640891,Mouvement de prix extrême: -9.53%
NVDA,2024-09-11,EXTREME_MOVE,8.149871971190393,Mouvement de prix extrême: 8.15%
NVDA,2025-01-27,EXTREME_MOVE,-16.968165297406834,Mouvement de prix extrême: -16.97%
NVDA,2025-01-28,EXTREME_MOVE,8.925868490249966,Mouvement de prix extrême: 8.93%
NVDA,2025-02-27,EXTREME_MOVE,-8.47806356260331,Mouvement de prix extrême: -8.48%
NVDA,2025-03-03,EXTREME_MOVE,-8.693564573326684,Mouvement de prix extrême: -8.69%
NVDA,2025-04-03,EXTREME_MOVE,-7.806553577742859,Mouvement de prix extrême: -7.81%
NVDA,2025-04-04,EXTREME_MOVE,-7.357565530166099,Mouvement de prix extrême: -7.36%
NVDA,2025-04-09,EXTREME_MOVE,18.72273416115149,Mouvement de prix extrême: 18.72%
NVDA,2025-04-16,EXTREME_MOVE,-6.871657979487544,Mouvement de prix extrême: -6.87%
AMZN,2024-02-02,HIGH_VOLUME,117218300.0,"Volume anormalement élevé: 117,218,300"
AMZN,2024-04-30,HIGH_VOLUME,94639800.0,"Volume anormalement élevé: 94,639,800"
AMZN,2024-05-01,HIGH_VOLUME,94645100.0,"Volume anormalement élevé: 94,645,100"
AMZN,2024-08-02,HIGH_VOLUME,141448400.0,"Volume anormalement élevé: 141,448,400"
AMZN,2024-08-05,HIGH_VOLUME,83149400.0,"Volume anormalement élevé: 83,149,400"
AMZN,2024-09-20,HIGH_VOLUME,100378600.0,"Volume anormalement élevé: 100,378,600"
AMZN,2024-11-01,HIGH_VOLUME,99687800.0,"Volume anormalement élevé: 99,687,800"
AMZN,2024-11-15,HIGH_VOLUME,86591100.0,"Volume anormalement élevé: 86,591,100"
AMZN,2024-12-20,HIGH_VOLUME,88279200.0,"Volume anormalement élevé: 88,279,200"
AMZN,2025-04-03,HIGH_VOLUME,95553600.0,"Volume anormalement élevé: 95,553,600"
AMZN,2025-04-04,HIGH_VOLUME,123159400.0,"Volume anormalement élevé: 123,159,400"
AMZN,2025-04-07,HIGH_VOLUME,109327100.0,"Volume anormalement élevé: 109,327,100"
AMZN,2025-04-08,HIGH_VOLUME,87710400.0,"Volume anormalement élevé: 87,710,400"
AMZN,2025-04-09,HIGH_VOLUME,116804300.0,"Volume anormalement élevé: 116,804,300"
AMZN,2025-05-02,HIGH_VOLUME,77903500.0,"Volume anormalement élevé: 77,903,500"
AMZN,2025-06-27,HIGH_VOLUME,119217100.0,"Volume anormalement élevé: 119,217,100"
AMZN,2025-07-31,HIGH_VOLUME,104357300.0,"Volume anormalement élevé: 104,357,300"
AMZN,2025-08-01,HIGH_VOLUME,122258800.0,"Volume anormalement élevé: 122,258,800"
AMZN,2025-08-04,HIGH_VOLUME,77890100.0,"Volume anormalement élevé: 77,890,100"
AMZN,2025-09-19,HIGH_VOLUME,97943200.0,"Volume anormalement élevé: 97,943,200"
AMZN,2025-10-30,HIGH_VOLUME,102252900.0,"Volume anormalement élevé: 102,252,900"
AMZN,2025-10-31,HIGH_VOLUME,166340800.0,"Volume anormalement élevé: 166,340,800"
AMZN,2025-11-03,HIGH_VOLUME,95997800.0,"Volume anormalement élevé: 95,997,800"
AMZN,2024-02-02,EXTREME_MOVE,7.866649218561839,Mouvement de prix extrême: 7.87%
AMZN,2024-06-26,EXTREME_MOVE,3.901472799901873,Mouvement de prix extrême: 3.90%
AMZN,2024-08-02,EXTREME_MOVE,-8.78470841762542,Mouvement de prix extrême: -8.78%
AMZN,2024-08-05,EXTREME_MOVE,-4.097671157906757,Mouvement de prix extrême: -4.10%
AMZN,2024-08-15,EXTREME_MOVE,4.403286281963403,Mouvement de prix extrême: 4.40%
AMZN,2024-11-01,EXTREME_MOVE,6.185621865256041,Mouvement de prix extrême: 6.19%
AMZN,2024-11-06,EXTREME_MOVE,3.8045094425516846,Mouvement de prix extrême: 3.80%
AMZN,2024-11-15,EXTREME_MOVE,-4.194247823144082,Mouvement de prix extrême: -4.19%
AMZN,2024-12-18,EXTREME_MOVE,-4.598741035997545,Mouvement de prix extrême: -4.60%
AMZN,2025-02-07,EXTREME_MOVE,-4.053095448794508,Mouvement de prix extrême: -4.05%
AMZN,2025-03-28,EXTREME_MOVE,-4.290822091507418,Mouvement de prix extrême: -4.29%
AMZN,2025-04-03,EXTREME_MOVE,-8.979129298487255,Mouvement de prix extrême: -8.98%
AMZN,2025-04-04,EXTREME_MOVE,-4.153356599971369,Mouvement de prix extrême: -4.15%
AMZN,2025-04-09,EXTREME_MOVE,11.977031526306249,Mouvement de prix extrême: 11.98%
AMZN,2025-04-10,EXTREME_MOVE,-5.170070417193329,Mouvement de prix extrême: -5.17%
AMZN,2025-04-23,EXTREME_MOVE,4.284567352780599,Mouvement de prix extrême: 4.28%
AMZN,2025-05-12,EXTREME_MOVE,8.070031092964335,Mouvement de prix extrême: 8.07%
AMZN,2025-08-01,EXTREME_MOVE,-8.269617085933035,Mouvement de prix extrême: -8.27%
AMZN,2025-08-06,EXTREME_MOVE,4.004677220394748,Mouvement de prix extrême: 4.00%
AMZN,2025-09-04,EXTREME_MOVE,4.2877945692648245,Mouvement de prix extrême: 4.29%
AMZN,2025-10-10,EXTREME_MOVE,-4.99253978296661,Mouvement de prix extrême: -4.99%
AMZN,2025-10-31,EXTREME_MOVE,9.584492754129247,Mouvement de prix extrême: 9.58%
AMZN,2025-11-03,EXTREME_MOVE,4.004585509136338,Mouvement de prix extrême: 4.00%
META,2024-02-01,HIGH_VOLUME,29727100.0,"Volume anormalement élevé: 29,727,100"
META,2024-02-02,HIGH_VOLUME,84707600.0,"Volume anormalement élevé: 84,707,600"
META,2024-02-05,HIGH_VOLUME,40832400.0,"Volume anormalement élevé: 40,832,400"
META,2024-03-15,HIGH_VOLUME,29153600.0,"Volume anormalement élevé: 29,153,600"
META,2024-04-24,HIGH_VOLUME,37772700.0,"Volume anormalement élevé: 37,772,700"
META,2024-04-25,HIGH_VOLUME,82890700.0,"Volume anormalement élevé: 82,890,700"
META,2024-04-26,HIGH_VOLUME,32691400.0,"Volume anormalement élevé: 32,691,400"
META,2024-08-01,HIGH_VOLUME,43083100.0,"Volume anormalement élevé: 43,083,100"
META,2024-12-20,HIGH_VOLUME,48989400.0,"Volume anormalement élevé: 48,989,400"
META,2025-01-27,HIGH_VOLUME,28399200.0,"Volume anormalement élevé: 28,399,200"
META,2025-01-30,HIGH_VOLUME,29322900.0,"Volume anormalement élevé: 29,322,900"
META,2025-04-03,HIGH_VOLUME,34777500.0,"Volume anormalement élevé: 34,777,500"
META,2025-04-04,HIGH_VOLUME,38589800.0,"Volume anormalement élevé: 38,589,800"
META,2025-04-07,HIGH_VOLUME,36606100.0,"Volume anormalement élevé: 36,606,100"
META,2025-04-09,HIGH_VOLUME,39216600.0,"Volume anormalement élevé: 39,216,600"
META,2025-04-10,HIGH_VOLUME,28173500.0,"Volume anormalement élevé: 28,173,500"
META,2025-04-30,HIGH_VOLUME,29244000.0,"Volume anormalement élevé: 29,244,000"
META,2025-05-01,HIGH_VOLUME,31159000.0,"Volume anormalement élevé: 31,159,000"
META,2025-07-31,HIGH_VOLUME,38831100.0,"Volume anormalement élevé: 38,831,100"
META,2025-10-30,HIGH_VOLUME,88440100.0,"Volume anormalement élevé: 88,440,100"
META,2025-10-31,HIGH_VOLUME,56953200.0,"Volume anormalement élevé: 56,953,200"
META,2025-11-03,HIGH_VOLUME,33003600.0,"Volume anormalement élevé: 33,003,600"
META,2025-11-07,HIGH_VOLUME,29946800.0,"Volume anormalement élevé: 29,946,800"
META,2024-02-02,EXTREME_MOVE,20.317639753060067,Mouvement de prix extrême: 20.32%
META,2024-03-11,EXTREME_MOVE,-4.419421183852556,Mouvement de prix extrême: -4.42%
META,2024-04-19,EXTREME_MOVE,-4.13110976293699,Mouvement de prix extrême: -4.13%
META,2024-04-25,EXTREME_MOVE,-10.561301481889817,Mouvement de prix extrême: -10.56%
META,2024-07-05,EXTREME_MOVE,5.872985494932581,Mouvement de prix extrême: 5.87%
META,2024-07-17,EXTREME_MOVE,-5.675910811164542,Mouvement de prix extrême: -5.68%
META,2024-07-24,EXTREME_MOVE,-5.6109157363767315,Mouvement de prix extrême: -5.61%
META,2024-08-01,EXTREME_MOVE,4.824881470159803,Mouvement de prix extrême: 4.82%
META,2024-08-08,EXTREME_MOVE,4.235870633133709,Mouvement de prix extrême: 4.24%
META,2025-01-06,EXTREME_MOVE,4.229026447275586,Mouvement de prix extrême: 4.23%
META,2025-03-06,EXTREME_MOVE,-4.347498294354091,Mouvement de prix extrême: -4.35%
META,2025-03-10,EXTREME_MOVE,-4.422522353739988,Mouvement de prix extrême: -4.42%
META,2025-03-13,EXTREME_MOVE,-4.667827762338628,Mouvement de prix extrême: -4.67%
META,2025-03-28,EXTREME_MOVE,-4.288230190093223,Mouvement de prix extrême: -4.29%
META,2025-04-03,EXTREME_MOVE,-8.958261041597648,Mouvement de prix extrême: -8.96%
META,2025-04-04,EXTREME_MOVE,-5.058123057271091,Mouvement de prix extrême: -5.06%
META,2025-04-09,EXTREME_MOVE,14.755608705942347,Mouvement de prix extrême: 14.76%
META,2025-04-10,EXTREME_MOVE,-6.739845914955733,Mouvement de prix extrême: -6.74%
META,2025-05-01,EXTREME_MOVE,4.227687027978022,Mouvement de prix extrême: 4.23%
META,2025-05-02,EXTREME_MOVE,4.335836263221893,Mouvement de prix extrême: 4.34%
META,2025-05-12,EXTREME_MOVE,7.922482122023644,Mouvement de prix extrême: 7.92%
META,2025-07-31,EXTREME_MOVE,11.252716637391092,Mouvement de prix extrême: 11.25%
META,2025-10-30,EXTREME_MOVE,-11.334763146610161,Mouvement de prix extrême: -11.33%
