date,Open,High,Low,Close,Volume,daily_return,volatility_10d,MA_5,MA_20,MA_50,RSI_14,volume_MA_5,volume_ratio,target_3d,symbol
2024-08-21,163.88630724691845,165.57331138365288,163.40998432722168,164.58096313476562,22902000,-0.007955411800056877,0.013977457123212836,163.53106079101562,163.53999404907228,173.71493743896485,42.567350530005726,23878520.0,0.9591046681285105,0.001869278798825702,GOOGL
2024-08-22,165.98019374033774,166.30767054084,162.06042045159603,162.5466766357422,22493300,-0.012360399770887764,0.013779449752995075,164.02723693847656,163.36732559204103,173.4604998779297,45.384111032083574,22072320.0,1.019072757190907,0.005372273720579912,GOOGL
2024-08-23,163.4596147462646,164.9084347985432,162.57642535652303,164.35272216796875,13955700,0.011110934837959219,0.013854188197964024,164.55516357421874,163.29885330200196,173.21896240234375,62.54430806741428,20021740.0,0.6970273312908868,-0.0167250641072062,GOOGL
2024-08-26,165.1069286953162,166.26797448558267,163.20162161831215,164.88861083984375,14190400,0.0032606011315547967,0.013431233702058037,164.45394897460938,163.13164367675782,173.04033996582032,65.75898033695238,18376580.0,0.772200267949749,-0.026360198923945144,GOOGL
2024-08-27,164.57104961527048,165.1664646925233,163.201619164844,163.419921875,11821900,-0.00890715833775979,0.013450064851276903,163.95777893066406,162.85328979492186,172.79999298095703,61.12406720587596,17072660.0,0.6924462854645966,-0.007894106829128389,GOOGL
2024-08-28,163.77714221811894,164.33286993605128,160.29400544572312,161.60391235351562,16407400,-0.011112534510164807,0.011521647877159667,163.36236877441405,162.42211456298827,172.5143948364258,51.67076350279802,15773740.0,1.0401718298894238,-0.03371204302874342,GOOGL
2024-08-29,163.05275436266322,164.70005625165825,159.02382249929119,160.5421142578125,19699800,-0.006570373700980681,0.011683034078798499,162.96145629882812,161.97655029296874,172.25023193359374,46.057608174094675,15215040.0,1.2947583443750394,-0.0329458712659515,GOOGL
2024-08-30,161.37567316665184,162.4077238619854,160.45279653031872,162.12986755371094,22123800,0.009889948835161588,0.011645744647625113,162.51688537597656,161.81380386352538,171.99380950927736,52.253010455229656,16848660.0,1.3130895869463803,-0.037581186790864085,GOOGL
2024-09-03,160.48255309061489,160.61156320284906,155.28264303988357,156.15591430664062,38945300,-0.03684671638364989,0.013914637728327163,160.77034606933594,161.72002563476562,171.55181671142577,38.00275300489344,21799640.0,1.7865111533951936,-0.040925229000196794,GOOGL
2024-09-04,155.46131426900152,157.78340604462628,154.76667337142607,155.25291442871094,19353800,-0.0057826812512299375,0.013576991876596977,159.13694458007814,161.62873077392578,171.09990173339844,42.301666773364,23306020.0,0.8304206381012288,-0.04821156098167456,GOOGL
2024-09-05,155.10402499624857,158.22991573533292,154.78646630753778,156.03683471679688,18688700,0.005049311254288202,0.014039945297532453,158.02352905273438,161.54438095092775,170.5682015991211,41.98252711843203,23762280.0,0.7864859769348732,-0.05331169574116246,GOOGL
2024-09-06,156.09638450541732,156.62232787245784,149.39803374273566,149.76519775390625,37912100,-0.04019331060049691,0.017852407731945602,155.86814575195314,160.99313201904297,169.91404510498046,29.91982980181328,27404740.0,1.3834139641536465,0.0029192017289434435,GOOGL
2024-09-09,151.54384395398554,152.42820519903154,146.28736276622044,147.76792907714844,39260500,-0.013335999996739734,0.016570916109260977,152.99575805664062,160.26064682006836,169.18957763671875,18.59783629263275,30832080.0,1.2733652740911414,0.04021253766088573,GOOGL
2024-09-10,149.49690018583888,150.3117127852872,147.40026637370062,147.71824645996094,31118800,-0.00033622056895421526,0.016276555730345508,151.3082244873047,159.594149017334,168.528818359375,17.072263561161733,29266780.0,1.0632806205534056,0.059195548991861635,GOOGL
2024-09-11,148.97024262197922,150.5402350111877,146.58545288467116,150.202392578125,29607700,0.016816785858863925,0.018493296251591556,150.2981201171875,158.95907287597657,167.90106994628906,25.01471572402953,31317560.0,0.9454025153939196,0.045647128955234484,GOOGL
2024-09-12,152.8256911821986,153.839233801539,151.68296725155358,153.71005249023438,29621500,0.023352889736992344,0.020947662146042368,149.832763671875,158.68743057250975,167.298818359375,35.39277918495563,33504120.0,0.884115147629605,0.029930981575298832,GOOGL
2024-09-13,154.44535510677574,157.37667920350046,154.2267627397466,156.46250915527344,29591200,0.017906809739811402,0.022114799156462205,151.17222595214844,158.50726623535155,166.74010528564452,37.35294016937653,31839940.0,0.9293736106286632,0.014924428465308948,GOOGL
2024-09-16,156.313451749423,157.2474993531957,155.60795803142506,157.05870056152344,18379800,0.0038104425748302084,0.021822626005869997,153.03038024902344,158.27454681396483,166.098447265625,37.47381330516001,27663800.0,0.6643989618201404,0.025813079356172164,GOOGL
2024-09-17,158.01264265003823,159.53294917671778,157.37669753536267,158.3107452392578,20715600,0.007971826286974348,0.01842702682975224,155.1488800048828,157.92034988403321,165.5129901123047,41.76935462065067,25583160.0,0.8097357793173322,0.02680121248537226,GOOGL
2024-09-18,158.84730896980255,159.48325404924594,157.59529635899653,158.79762268066406,23677300,0.0030754541687643133,0.01824869995584206,156.86792602539063,157.56519241333007,164.93826293945312,45.27694072170641,24397080.0,0.9704972890198336,0.012765013724948204,GOOGL
2024-09-19,162.67293084972206,162.7524107202581,160.31793409819053,161.1128692626953,26587700,0.014579856693995419,0.018646290906613173,158.3484893798828,157.39178771972655,164.36617767333985,50.92170724675535,23790320.0,1.1175847991956391,0.000925019791748749,GOOGL
2024-09-20,162.46423894374368,162.6927776644467,161.03335881701463,162.5536651611328,40896400,0.008942773504258428,0.010653750240528415,159.56672058105468,157.3921371459961,163.93424926757814,50.68765090488461,26051360.0,1.56983742883289,-0.01283680635442186,GOOGL
2024-09-23,163.30883886227895,164.44161628675883,160.64580894026784,160.82467651367188,24150900,-0.010636417491706851,0.010063026234552653,160.31991577148438,157.21573486328126,163.47766479492188,58.7858054334555,27205580.0,0.8877186224296634,0.00543719685163091,GOOGL
2024-09-24,161.9972194853163,162.18601827960998,159.67204679818846,161.26190185546875,23332100,0.0027186458650187983,0.009806441648224428,160.91014709472657,157.0343994140625,163.00084838867187,61.50964395377262,27728880.0,0.8414367980242982,0.01022864258368772,GOOGL
2024-09-25,160.44711769027916,161.77862539142924,160.27819642927898,160.4669952392578,18869200,-0.004929289603215592,0.010245739255166973,161.2440216064453,156.8867530822754,162.55993377685547,58.48198139506077,26767260.0,0.7049358059061704,0.026998397259889728,GOOGL
2024-09-26,162.60335078741144,163.0405658423745,161.25196569121914,161.69911193847656,20319300,0.007678318506442183,0.008453774661018234,161.36127014160155,156.89151306152343,162.20121856689454,78.31214781811033,25513580.0,0.7964111661319188,0.02617854504335293,GOOGL
2024-09-27,161.7786145898017,164.65030615932238,161.59976214731748,162.91139221191406,21101300,0.0074971362483347015,0.007259775430046089,161.4328155517578,157.0099769592285,161.93283905029296,87.31641506851581,21554560.0,0.9789715030137475,0.011650006027221771,GOOGL
2024-09-30,162.28537567750828,165.09743429522993,162.22574304110324,164.79934692382812,20413900,0.011588844010725907,0.0076357400777228015,162.22774963378907,157.14345092773436,161.70281372070312,88.59456958473741,20807160.0,0.9810997752696667,6.046133946413512e-05,GOOGL
2024-10-01,166.62772204069785,168.08841111718823,163.537422620915,165.93215942382812,28338100,0.006873889497411634,0.007593620857360688,163.16180114746095,157.63226318359375,161.41585876464845,87.8527816414747,21808360.0,1.2994145364438225,0.00041905259353747226,GOOGL
2024-10-02,165.3657609999376,166.45879878634457,163.68646438360673,164.80931091308594,17760200,-0.006766913144751974,0.008425474469452156,164.03026428222657,158.1100830078125,161.1040655517578,80.17292371661549,21586560.0,0.8227434107148152,-0.017364224586686516,GOOGL
2024-10-03,163.36849940346053,165.584368557219,162.88159799640147,164.80931091308594,15073100,0.0,0.00756125840642028,164.65230407714844,158.54870681762696,160.97407012939453,76.68365525140439,20537320.0,0.7339370472875721,-0.00892320235372046,GOOGL
2024-10-04,166.99535885279488,167.16428010496523,164.4317010051406,166.00169372558594,19047400,0.007234923839520402,0.007412285151535645,165.2703643798828,159.36053161621095,160.9741030883789,77.53981396030727,20126540.0,0.9463822395702391,-0.031126509053563067,GOOGL
2024-10-07,166.65750280293437,167.41268277986842,161.7189863091265,161.94752502441406,22463100,-0.024422453832752655,0.010632293491075816,164.7,160.06951141357422,160.8986102294922,59.55106699131371,20536380.0,1.093819845561876,-0.005522079508409772,GOOGL
2024-10-08,162.901468985077,163.68645779124333,161.8382399845631,163.33868408203125,23072700,0.00859018411925394,0.010911706229272842,164.18130493164062,160.85053329467775,160.80072784423828,61.38516592105294,19483300.0,1.184229570965904,-0.006935266116396721,GOOGL
2024-10-09,162.41456443992033,163.7957583809211,158.72807525360884,160.8346405029297,31181800,-0.0153303768373938,0.012015046326850512,163.38637084960936,161.38214569091798,160.6376806640625,49.30897790578694,22167620.0,1.4066372483830019,0.019152296878153008,GOOGL
2024-10-10,159.85089649743236,162.03697180217182,159.38387269706766,161.05323791503906,14144100,0.0013591438475306639,0.011746723933635636,162.63515625,161.7493049621582,160.45419708251953,46.03260676601692,21981820.0,0.6434453562079937,0.02085395391758338,GOOGL
2024-10-11,161.10291803821593,162.86169424502742,160.21855675772235,162.2058868408203,15344300,0.007156943509507796,0.01172197959904494,161.87599487304686,162.03647384643554,160.3092468261719,53.766975923880615,21241200.0,0.7223838577858125,0.01176182289817107,GOOGL
2024-10-14,162.6033481425783,165.1769369826469,162.36486307226147,163.9149932861328,19016100,0.010536648691361838,0.011606847823097281,162.2694885253906,162.37928848266603,160.27985076904298,56.76635521292618,20551800.0,0.9252766181064432,-0.012306079135696146,GOOGL
2024-10-15,164.7397308583214,166.61775729768382,163.58709086133464,164.41183471679688,20247200,0.0030310920355940407,0.011398178220836315,162.48411865234374,162.68434295654296,160.4074578857422,60.21610668133511,19986700.0,1.0130336673888136,-0.01232930922568709,GOOGL
2024-10-16,163.48770991975573,164.74966878217245,162.70272119940034,164.1137237548828,16406000,-0.0018131964917705856,0.011219229218415632,163.1399353027344,162.9501480102539,160.5481561279297,56.57110348894185,17031540.0,0.9632716712640196,-0.006599594973927925,GOOGL
2024-10-17,164.6801076327293,165.31605267037628,161.72892116495908,161.89784240722656,21453400,-0.013502108763102871,0.011958448881366442,163.30885620117186,162.98939666748046,160.63163635253906,47.384597696442604,18493400.0,1.1600571014524101,0.01356429233665879,GOOGL
2024-10-18,162.1562116364337,163.66658684818702,162.0469078679096,162.38475036621094,19757700,0.0030075012226515874,0.011678310805091241,163.34462890625,162.98095092773437,160.66352783203126,43.28364923861013,19376080.0,1.0196954182682978,-0.003916257840244408,GOOGL
2024-10-21,161.9177244301946,163.45790836208016,161.58981312891888,163.0306396484375,20946500,0.003977524248859332,0.008740906282909534,163.16775817871093,163.09124908447265,160.67578796386718,41.70453316022936,19762160.0,1.0599296837997465,-0.008228276503934318,GOOGL
2024-10-22,161.94755157914383,164.719886004102,161.94755157914383,164.0938720703125,16568100,0.0065216723934089504,0.008555995292449235,163.10416564941406,163.23284759521485,160.73670135498048,47.947558493291595,19026340.0,0.8707980620550247,0.0007871448688754334,GOOGL
2024-10-23,163.71626254064074,164.76956032222017,160.90418838301372,161.74880981445312,18280500,-0.014290980073006887,0.008346131445605467,162.6311828613281,163.29693832397462,160.71359924316405,42.2613126981714,19401240.0,0.942233589193268,0.024204438146970375,GOOGL
2024-10-24,161.79848222899673,162.29531475497333,159.9900045566217,161.68917846679688,22412500,-0.0003686663767397125,0.008346517753422492,162.58945007324218,163.29644165039062,160.7645248413086,38.43288927087809,19593060.0,1.1438999319146677,0.04277286135693226,GOOGL
2024-10-25,162.63316747166715,164.54100267206263,162.38475119304076,164.22303771972656,19828900,0.015671174020158718,0.009468343890251795,162.9571075439453,163.36202392578124,160.8476696777344,56.64539588606466,19607300.0,1.0113019130629919,0.05560593098958888,GOOGL
