date,Open,High,Low,Close,Volume,symbol,daily_return,price_change,volatility_5,volatility_10,volatility_20,MA_5,price_vs_MA_5,MA_10,price_vs_MA_10,MA_20,price_vs_MA_20,MA_50,price_vs_MA_50,RSI_14,volume_MA_5,volume_ratio,price_range,momentum_5,momentum_10,target_3_days,target_7_days,target_direction_3d,target_direction_7d,trend_5,trend_20,resistance_20,support_20,distance_to_resistance,distance_to_support
2024-02-01,188.5,189.8800048828125,184.27999877929688,188.86000061035156,91843300,TSLA,0.008382761388752824,1.57000732421875,0.022984148092148327,0.042476371816455256,0.031177185731454136,188.38399658203124,0.0025267752938507027,196.2509994506836,-0.03766094879017079,212.0365005493164,-0.10930429373679629,231.67679962158203,-0.1848126315676274,19.439130044718766,107480660.0,0.8545100113825129,0.029651625995010637,0.034112662547080674,-0.10864642128544855,-0.019908898097450556,-0.0038652744105680537,0,0,1,0,242.6999969482422,180.05999755859375,0.2850788741072344,0.04659537765179631
2024-02-02,185.0399932861328,188.69000244140625,182.0,187.91000366210938,110612700,TSLA,-0.0050301649114266045,-0.9499969482421875,0.023609354095835002,0.042321332539681664,0.031140767072499763,189.3159973144531,-0.007426702826430431,193.8229995727539,-0.030507194314805752,209.5355010986328,-0.10320684238774336,230.7229995727539,-0.18556015650769275,22.029612195791955,108134560.0,1.0229171876225325,0.035602162263994666,0.025429760775494525,-0.11442574343718903,-0.001756169573856603,-0.020701395954646706,0,0,0,0,241.25,180.05999755859375,0.28385926932237204,0.041775349638282826
2024-02-05,184.25999450683594,184.67999267578125,175.00999450683594,181.05999755859375,134294400,TSLA,-0.03645365318513305,-6.850006103515625,0.018691452261942982,0.04306592266152836,0.031549986624725884,187.3419982910156,-0.033532260730257946,191.0489990234375,-0.052285023820607957,206.7140007019043,-0.12410384906780147,229.52019958496095,-0.21113698103259448,18.26497996489057,109990820.0,1.220960076486383,0.053407700758506614,-0.05169431464834218,-0.13285443049676493,0.04694576446820764,0.04225123858624702,1,1,0,0,241.25,175.00999450683594,0.33243125623001213,0.0334143550940894
2024-02-06,177.2100067138672,186.49000549316406,177.11000061035156,185.10000610351562,122676000,TSLA,0.0223130928940527,4.040008544921875,0.023479616598049913,0.044338791834000066,0.03204099265265415,186.04400024414062,-0.005074036998700349,188.6449996948242,-0.01879187678996741,203.94650115966797,-0.09240901387858369,228.5379995727539,-0.19006901937727871,24.99589649082931,112529560.0,1.0901668859275733,0.05067533535124148,-0.033874369008960015,-0.11494689373764377,0.04575905424857929,0.08292809475188356,1,1,0,0,238.9600067138672,175.00999450683594,0.29097784351358047,0.0545111359479747
2024-02-07,188.17999267578125,189.7899932861328,182.67999267578125,187.5800018310547,111535200,TSLA,0.01339813963135228,2.4799957275390625,0.022915408214774155,0.045012772785258615,0.03244659053238644,186.102001953125,0.00794188059461054,186.61999969482423,0.005144154634017406,201.57750091552734,-0.06943978877056534,227.58059967041015,-0.17576453308096418,29.64823760977319,114192320.0,0.9767311847241565,0.03790383058400456,0.0015484465551707238,-0.09743540307746934,0.002932098552025586,0.06594517004178635,1,1,1,0,235.5,175.00999450683594,0.2554643229618092,0.06701144685743217
2024-02-08,189.0,191.6199951171875,185.5800018310547,189.55999755859375,83034000,TSLA,0.010555473441792307,1.9799957275390625,0.02312141034821248,0.021962060944431996,0.03276889141442652,186.24200134277345,0.01781550988444125,187.31299896240233,0.011995956546734021,199.3585006713867,-0.04915016455177079,226.65019958496094,-0.16364513287120996,31.562647316819934,112430460.0,0.7385365140372102,0.0318632272838357,0.0037064330508311816,0.03794553189782812,-0.029225539974067516,0.02215655730288746,0,1,1,0,230.92999267578125,175.00999450683594,0.21824222225155848,0.07675671681342129
2024-02-09,190.17999267578125,194.1199951171875,189.47999572753906,193.57000732421875,84476300,TSLA,0.021154303741671487,4.010009765625,0.024358675266644966,0.022620511775211776,0.0331585185342234,187.3740020751953,0.033067582377500404,188.34499969482422,0.02774168487541817,197.6760009765625,-0.020771331026828044,225.58719970703126,-0.1419282318517764,37.715765141189934,107203180.0,0.7880018111403039,0.023970652549889625,0.03012082141346184,0.0563165474718621,-0.025107198566208355,0.00619929174374767,0,1,1,0,225.33999633789062,175.00999450683594,0.16412660955505856,0.09588268902782984
2024-02-12,192.11000061035156,194.72999572753906,187.27999877929688,188.1300048828125,95498600,TSLA,-0.028103539988478476,-5.44000244140625,0.02071800618602308,0.020949467159150657,0.032814939973040705,188.78800354003906,-0.0034853838426603945,188.06500091552735,0.0003456462763868906,196.13800125122071,-0.04082837755724489,224.46699981689454,-0.1618812340509892,34.34193555283592,99444020.0,0.9603252161366767,0.0396002591552732,0.03904787042720903,-0.014664997121344947,0.06548658770887661,0.049327584853237294,1,1,0,0,223.49000549316406,175.00999450683594,0.18795513577101938,0.06973906360205066
2024-02-13,183.99000549316406,187.25999450683594,182.11000061035156,184.02000427246094,86759500,TSLA,-0.021846598116614713,-4.1100006103515625,0.02236529744774575,0.021824023921001977,0.032854355765293664,188.57200317382814,-0.024139314557586333,187.30800170898436,-0.01755396142462673,194.34350128173827,-0.05311984677229542,223.34579986572265,-0.17607582330585447,32.96609488611256,92260720.0,0.9403731078621541,0.02798605465120666,-0.005834693654470757,-0.039511416097524954,0.08656663572399026,0.043201808301620126,1,1,0,0,217.8000030517578,175.00999450683594,0.1835669926910883,0.0489621212717979
2024-02-14,185.3000030517578,188.88999938964844,183.35000610351562,188.7100067138672,81203000,TSLA,0.025486372853585015,4.69000244140625,0.02482468357792555,0.022528186027540864,0.033574217443295584,188.79800415039062,-0.0004660930443594058,187.45000305175782,0.006721811905020081,193.00150146484376,-0.022235551114395236,222.3433999633789,-0.15126778332548352,56.15633794155991,86194280.0,0.9420926771474859,0.029357178151834123,0.006024122357298323,0.007581896943981148,0.026760572377202196,0.056647696477622134,1,1,0,0,217.8000030517578,175.00999450683594,0.15415184835427687,0.0725982286027046
