symbol,current_price,7d_change_%,30d_change_%,RSI,trend
AAPL,269.42999267578125,-0.6296272368143563,5.9981837147116135,64.66281998514135,BULLISH
TSLA,445.2300109863281,1.1656452650913751,0.4557703053169382,50.66904203242206,BEARISH
MSFT,506.0,-3.758370625113472,-1.671196267769992,42.60529605988937,BEARISH
BTC-USD,99697.4921875,-1.5831949325052497,-11.864683857638713,35.38531776423142,BEARISH
GOOGL,290.1000061035156,3.0623826846468916,18.86908521856956,79.13848640090234,BULLISH
NVDA,199.0500030517578,-1.8926493910209619,9.45834279403397,63.481538702480705,BULLISH
AMZN,248.39999389648438,11.460106441795691,11.806272648745718,68.03940103874176,BULLISH
META,631.760009765625,-5.208030738561408,-15.017488698151526,21.991051363717204,BEARISH
